EntrezGeneID,Length,SYMBOL,GENENAME,MCL1-DG,MCL1-DH,MCL1-DI,MCL1-DJ,MCL1-DK,MCL1-DL,MCL1-LA,MCL1-LB,MCL1-LC,MCL1-LD,MCL1-LE,MCL1-LF
404319,1132,Olfr750,olfactory receptor 750,0,0,0,0,0,0,0,0,0,0,0,0
11727,1275,Ang,"angiogenin, ribonuclease, RNase A family, 5",51,54,52,69,52,61,0,3,0,0,0,1
58809,1996,Rnase4,"ribonuclease, RNase A family 4",3503,4299,4396,4625,4988,4434,114,100,30,31,24,25
219026,1257,Eddm3b,epididymal protein 3B,1,2,1,4,0,0,0,0,0,0,0,0
78416,1072,Rnase6,"ribonuclease, RNase A family, 6",0,3,0,0,1,0,0,0,0,0,0,0
19752,970,Rnase1,"ribonuclease, RNase A family, 1 (pancreatic)",10,34,23,27,2,2,104,89,322,513,75,69
54159,759,Rnase2b,"ribonuclease, RNase A family, 2B (liver, eosinophil-derived neurotoxin)",0,0,0,0,0,0,0,0,0,0,0,0
11731,438,Ang2,"angiogenin, ribonuclease A family, member 2",2,1,0,0,0,0,0,1,1,1,0,1
503847,462,Ear14,"eosinophil-associated, ribonuclease A family, member 14",0,0,0,0,0,0,0,0,0,0,0,0
93726,691,Rnase2a,"ribonuclease, RNase A family, 2A (liver, eosinophil-derived neurotoxin)",0,0,0,0,0,0,0,0,0,0,0,0
75377,1140,4930597G03Rik,RIKEN cDNA 4930597G03 gene,0,0,0,0,0,0,0,0,0,0,0,0
638695,1157,Gm7247,predicted gene 7247,0,0,0,0,0,0,0,0,0,0,0,0
669149,2574,Vmn2r88,"vomeronasal 2, receptor 88",0,0,0,0,0,0,0,0,0,0,0,0
22301,2942,Vmn2r89,"vomeronasal 2, receptor 89",0,1,0,0,0,0,7,4,0,1,2,0
434459,1581,Gm5622,predicted gene 5622,0,0,0,0,0,0,0,0,0,0,0,0
545047,851,Gm5800,predicted gene 5800,0,0,0,0,0,0,0,0,0,0,0,0
219033,695,Ang4,"angiogenin, ribonuclease A family, member 4",0,1,0,0,0,0,48,115,1,4,1,4
278676,1461,AY358078,cDNA sequence AY358078,27,31,20,13,7,12,43,66,57,28,36,31
93719,713,Ear6,"eosinophil-associated, ribonuclease A family, member 6",0,0,0,0,0,0,0,0,0,0,0,0
52535,1623,Mettl17,methyltransferase like 17,363,353,253,205,236,249,431,472,332,249,125,154
214922,2334,Slc39a2,"solute carrier family 39 (zinc transporter), member 2",3,2,17,3,2,5,46,40,61,63,28,26
29811,2157,Ndrg2,N-myc downstream regulated gene 2,1219,1291,2657,2683,2453,3001,347,279,100,140,182,154
219038,628,Tppp2,tubulin polymerization-promoting protein family member 2,0,0,0,1,0,1,0,0,0,0,0,0
497071,614,Rnase13,"ribonuclease, RNase A family, 13 (non-active)",0,0,0,0,0,0,0,2,0,0,0,0
268739,5643,Arhgef40,Rho guanine nucleotide exchange factor (GEF) 40,3456,3574,3661,2800,2407,2637,1540,1679,2500,1653,1571,1885
100502764,713,Gm16617,"predicted gene, 16617",79,107,100,82,56,48,77,64,98,65,43,62
69890,3317,Zfp219,zinc finger protein 219,1822,1675,1699,1487,1118,1267,934,1148,699,600,301,278
619301,1227,Tmem253,transmembrane protein 253,18,13,20,12,12,10,12,16,8,4,6,6
258420,936,Olfr221,olfactory receptor 221,2,1,0,0,0,0,0,0,0,0,0,0
15381,2844,Hnrnpc,heterogeneous nuclear ribonucleoprotein C,7954,7501,7027,6227,5812,5212,6901,7263,4669,4059,2379,2382
77945,5213,Rpgrip1,retinitis pigmentosa GTPase regulator interacting protein 1,5,2,3,2,2,0,19,29,31,28,55,74
114741,4491,Supt16,"SPT16, facilitates chromatin remodeling subunit",1757,1404,1333,1107,1032,933,1815,1737,1307,1085,621,656
67772,8190,Chd8,chromodomain helicase DNA binding protein 8,2492,1939,1522,1363,1657,1706,2154,2132,1355,1273,957,1125
100217445,99,Snord8,"small nucleolar RNA, C/D box 8",0,0,0,1,0,0,1,0,0,0,0,0
100861840,254,NA,NA,39,34,20,17,22,25,27,33,21,21,9,33
76338,2756,Rab2b,"RAB2B, member RAS oncogene family",694,549,656,587,588,574,402,425,327,226,127,116
268741,4458,Tox4,TOX high mobility group box family member 4,2750,2323,2239,1653,1735,1583,1939,2071,2054,1842,847,860
56335,2021,Mettl3,methyltransferase like 3,327,274,260,213,209,206,394,438,297,301,172,149
50524,5336,Sall2,spalt like transcription factor 2,132,89,64,67,60,96,120,84,32,23,16,22
258008,942,Olfr1513,olfactory receptor 1513,0,0,0,0,0,0,0,0,0,0,0,0
258424,942,Olfr1512,olfactory receptor 1512,0,0,0,0,0,0,0,0,0,0,0,0
258268,957,Olfr1511,olfactory receptor 1511,0,0,0,0,0,0,0,0,1,0,1,2
258423,1039,Olfr1510,olfactory receptor 1510,0,0,0,0,0,0,0,0,0,0,0,0
627171,332,Trav1,T cell receptor alpha variable 1,0,0,0,0,0,0,0,0,0,0,0,0
57271,1010,Olfr1509,olfactory receptor 1509,0,0,0,0,0,0,0,0,0,0,0,0
57270,1868,Olfr1508,olfactory receptor 1508,0,0,0,0,0,0,0,0,0,0,0,0
57269,1679,Olfr1507,olfactory receptor 1507,0,0,0,0,0,0,0,0,0,0,0,0
100042372,330,Trav2,T cell receptor alpha variable 2,0,0,0,0,0,0,0,0,0,0,0,0
667441,417,Trav3-1,T cell receptor alpha variable 3-1,0,0,0,0,0,0,0,0,0,0,0,0
633740,343,Trav5-1,T cell receptor alpha variable 5-1,0,0,0,0,0,0,0,0,0,0,0,0
667449,338,Trav6-1,T cell receptor alpha variable 6-1,0,0,0,0,0,0,0,0,0,0,0,0
671652,337,Trav7-1,T cell receptor alpha variable 7-1,0,0,1,0,0,0,0,0,0,0,0,0
436539,341,Trav6-2,T cell receptor alpha variable 6-2,0,0,0,0,0,0,0,0,0,0,0,0
100042410,337,Trav7d-2,T cell receptor alpha variable 7D-2,0,0,0,0,0,0,0,0,0,0,0,0
627394,338,Trav6d-3,T cell receptor alpha variable 6D-3,0,0,0,0,0,0,0,0,0,0,0,0
100042419,335,Trav7d-3,T cell receptor alpha variable 7D-3,0,0,0,0,0,0,0,0,0,0,0,0
277146,340,Trav6d-4,T cell receptor alpha variable 6D-4,0,0,0,0,0,0,0,0,0,0,0,0
382180,341,Trav7d-4,T cell receptor alpha variable 7D-4,0,0,0,0,0,0,0,0,1,0,0,0
667476,337,Trav8d-1,T cell receptor alpha variable 8D-1,0,0,0,0,0,0,0,0,0,0,0,0
671927,336,Trav9d-1,T cell receptor alpha variable 9D-1,0,0,0,0,0,0,0,0,0,0,0,0
667481,338,Trav6d-5,T cell receptor alpha variable 6D-5,0,0,0,0,0,0,0,0,0,0,0,0
100101486,332,Trav10d,T cell receptor alpha variable 10D,0,0,0,0,0,0,0,0,0,0,0,0
100042444,348,Trav6d-6,T cell receptor alpha variable 6D-6,0,0,0,0,0,0,0,0,0,0,0,0
640196,343,Trav11d,T cell receptor alpha variable 11D,0,0,0,0,0,0,0,0,0,0,0,0
627273,329,Trav7d-5,T cell receptor alpha variable 7D-5,0,0,0,0,0,0,0,0,0,0,0,0
100043177,341,Trav12d-1,T cell receptor alpha variable 12D-1,0,0,0,0,0,0,0,0,0,0,0,0
640931,323,Trav13d-1,T cell receptor alpha variable 13D-1,0,0,0,0,0,0,0,0,0,0,0,0
630415,364,Trav14d-1,T-cell receptor alpha variable region 14D-1,0,0,0,0,0,0,0,0,0,0,0,0
436468,349,Trav15d-1-dv6d-1,T cell receptor alpha variable 15D-1-DV6D-1,0,0,0,0,0,0,0,0,0,0,0,0
100042470,338,Trav3d-2,T cell receptor alpha variable 3D-2,0,0,0,0,0,0,0,0,0,0,0,0
328482,340,Trav9d-2,T cell receptor alpha variable 9D-2,0,0,0,0,0,0,0,0,0,0,0,0
100042479,328,Trav4d-3,T cell receptor alpha variable 4D-3,0,0,0,0,0,0,0,0,0,0,0,0
100043197,338,Trav12d-2,T cell receptor alpha variable 12D-2,0,0,0,0,0,0,0,0,0,0,0,0
100038850,338,Trav9d-3,T cell receptor alpha variable 9D-3,0,0,0,0,0,0,0,0,0,0,0,0
667542,342,Trav12d-3,T cell receptor alpha variable 12D-3,0,0,0,0,0,0,0,0,0,0,0,0
667547,331,Trav13d-2,T cell receptor alpha variable 13D-2,0,0,0,0,0,0,0,0,0,0,0,0
100043214,364,Trav14d-2,T cell receptor alpha variable 14D-2,0,0,0,0,0,0,4,0,0,0,0,0
100101491,342,Trav15d-2-dv6d-2,T cell receptor alpha variable 15D-2-DV6D-2,0,0,0,0,0,0,1,0,0,0,0,0
100043202,343,Trav3d-3,T cell receptor alpha variable 3D-3,0,0,0,0,0,0,0,0,0,0,0,0
667574,220,Trav9d-4,T cell receptor alpha variable 9D-4,0,0,0,0,0,0,1,0,0,0,0,0
195296,329,Trav4d-4,T cell receptor alpha variable 4D-4,0,0,0,0,0,0,0,0,2,0,0,0
667583,346,Trav5d-4,T cell receptor alpha variable 5D-4,0,0,0,0,0,0,0,0,0,0,0,0
385047,335,Trav6d-7,T cell receptor alpha variable 6D-7,0,0,0,0,0,0,0,0,0,0,0,0
320734,334,Trav7d-6,T cell receptor alpha variable 7D-6,0,0,0,0,0,0,0,0,0,0,0,0
667596,337,Trav13d-3,T cell receptor alpha variable 13D-3,0,0,0,0,0,0,0,0,0,0,0,0
667604,337,Trav8d-2,T cell receptor alpha variable 8D-2,0,0,0,0,0,0,0,0,0,0,0,0
547329,326,Trav16d-dv11,T cell receptor alpha variable 16D-DV11,0,0,0,0,0,0,0,0,0,0,0,3
639655,338,Trav13d-4,T cell receptor alpha variable 13D-4,0,0,0,0,0,0,0,0,0,0,0,0
634322,361,Trav14d-3-dv8,T cell receptor alpha variable 14D-3-DV8,0,0,0,0,0,0,0,0,0,0,0,0
636127,340,Trav7n-4,T cell receptor alpha variable 7N-4,0,0,0,0,0,0,0,0,0,0,0,0
279872,339,Trav9n-1,T cell receptor alpha variable 9N-1,0,0,0,0,0,0,0,0,0,0,0,0
100126451,336,Trav6n-5,T cell receptor alpha variable 6N-5,0,0,0,0,0,0,0,0,0,0,0,0
667626,333,Trav10n,T cell receptor alpha variable 10N,0,0,0,0,0,0,0,0,0,0,0,0
620297,341,Trav6n-6,T cell receptor alpha variable 6N-6,0,0,0,0,0,0,0,0,0,0,0,0
100042560,343,Trav11n,T cell receptor alpha variable 11N,0,0,0,0,0,0,0,0,0,0,0,0
667635,329,Trav7n-5,T cell receptor alpha variable 7N-5,0,0,0,0,0,0,0,0,0,0,0,0
100043218,341,Trav12n-1,T cell receptor alpha variable 12N-1,0,0,0,0,0,0,0,0,0,0,0,0
100042568,331,Trav13n-1,T cell receptor alpha variable 13N-1,0,0,0,0,0,0,0,0,0,0,0,0
100043204,364,Trav14n-1,T cell receptor alpha variable 14N-1,0,0,0,0,0,0,0,0,0,0,0,0
100126452,352,Trav15n-1,T cell receptor alpha variable 15N-1,0,0,0,0,0,0,0,0,0,0,0,0
100042574,334,Trav3n-2,T cell receptor alpha variable 3N-2,0,0,0,0,0,0,0,0,0,0,0,0
667660,330,Trav9n-2,T cell receptor alpha variable 9N-2,0,0,0,0,0,0,0,0,0,0,0,0
100042579,331,Trav4n-3,T cell receptor alpha variable 4N-3,0,0,0,0,0,0,0,0,0,0,0,0
100126454,277,Trav5n-2,T cell receptor alpha variable 5N-2,0,0,0,0,0,0,0,0,0,0,0,0
100043270,344,Trav12n-2,T cell receptor alpha variable 12N-2,0,0,0,0,0,0,0,0,0,0,0,0
100043274,340,Trav9n-3,T cell receptor alpha variable 9N-3,0,0,0,0,0,0,0,0,0,0,0,0
667681,347,Trav12n-3,T cell receptor alpha variable 12N-3,0,0,0,0,0,0,0,0,0,0,0,0
100042593,331,Trav13n-2,T cell receptor alpha variable 13N-2,0,0,0,0,0,0,0,0,0,0,0,0
193574,364,Trav14n-2,T cell receptor alpha variable 14N-2,0,0,0,0,0,0,0,0,0,0,0,0
547424,352,Trav15n-2,T cell receptor alpha variable 15N-2,0,0,0,0,0,0,0,0,0,0,0,0
100043282,343,Trav3n-3,T cell receptor alpha variable 3N-3,0,0,0,0,0,0,0,0,0,0,0,0
279882,340,Trav9n-4,T cell receptor alpha variable 9N-4,0,0,0,0,0,0,0,0,0,0,0,0
100042607,331,Trav4n-4,T cell receptor alpha variable 4N-4,0,0,0,0,0,0,0,0,0,0,0,0
100042614,347,Trav5n-4,T cell receptor alpha variable 5N-4,0,0,0,0,0,0,0,0,0,0,0,0
100126456,368,Trav6n-7,T cell receptor alpha variable 6N-7,0,0,0,0,0,0,0,0,0,0,0,0
100126457,341,Trav7n-6,T cell receptor alpha variable 7N-6,0,0,0,0,0,0,0,0,0,0,0,0
547328,337,Trav13n-3,T cell receptor alpha variable 13N-3,0,0,0,0,0,0,0,0,0,0,0,0
100126458,337,Trav8n-2,T cell receptor alpha variable 8n-2,0,0,0,0,0,0,0,0,0,0,0,0
100126459,350,Trav16n,T cell receptor alpha variable 16n,0,0,0,0,0,0,0,0,0,0,0,0
100126460,331,Trav13n-4,T cell receptor alpha variable 13N-4,0,0,0,0,0,0,0,0,0,0,0,0
100043308,361,Trav14n-3,T cell receptor alpha variable 14N-3,0,0,0,0,0,0,0,0,0,0,0,0
634132,332,Trav7-2,T cell receptor alpha variable 7-2,0,0,0,0,0,0,0,0,0,0,0,0
100126462,334,Trav4-2,T cell receptor alpha variable 4-2,0,0,0,0,0,0,0,0,0,0,0,0
328483,338,Trav6-3,T cell receptor alpha variable 6-3,0,0,0,0,0,0,0,0,0,0,0,0
547420,337,Trav7-3,T cell receptor alpha variable 7-3,0,0,0,0,0,0,0,0,0,0,0,0
100126463,339,Trav6-4,T cell receptor alpha variable 6-4,0,0,0,0,0,0,0,0,0,0,0,0
386450,341,Trav7-4,T cell receptor alpha variable 7-4,0,0,0,0,0,0,0,0,0,0,0,0
674098,307,Trav8-1,T cell receptor alpha variable 8-1,0,0,0,0,0,0,0,0,0,0,0,0
627324,337,Trav9-1,T cell receptor alpha variable 9-1,0,0,0,0,0,0,0,0,0,0,0,0
100126464,338,Trav6-5,T cell receptor alpha variable 6-5,0,0,0,0,0,0,0,0,0,0,0,0
667765,333,Trav10,T cell receptor alpha variable 10,0,0,0,0,0,0,0,0,0,0,0,0
100126465,344,Trav6-6,T cell receptor alpha variable 6-6,0,0,0,0,0,0,0,0,0,0,0,0
100126466,343,Trav11,T cell receptor alpha variable 11,0,0,0,0,0,0,0,0,0,0,0,0
630061,329,Trav7-5,T cell receptor alpha variable 7-5,0,0,0,0,0,0,0,0,0,0,0,0
630086,341,Trav12-1,T cell receptor alpha variable 12-1,0,0,0,0,0,0,0,0,0,0,0,0
100126469,331,Trav13-1,T cell receptor alpha variable 13-1,0,0,0,0,0,0,0,0,0,0,0,0
436467,364,Trav14-1,T cell receptor alpha variable 14-1,0,0,0,0,0,0,0,0,0,0,0,0
386446,352,Trav15-1-dv6-1,T cell receptor alpha variable 15-1-DV6-1,0,0,0,0,0,0,0,0,0,0,0,0
436479,330,Trav9-2,T cell receptor alpha variable 9-2,0,0,0,0,0,0,0,0,0,0,0,0
100126471,328,Trav4-3,T cell receptor alpha variable 4-3,0,0,0,0,0,0,0,0,0,1,0,0
100043322,344,Trav12-2,T cell receptor alpha variable 12-2,0,0,0,0,0,0,0,0,0,0,0,0
654836,347,Trav12-3,T cell receptor alpha variable 12-3,0,0,0,0,0,0,0,0,0,0,0,0
638566,331,Trav13-2,T cell receptor alpha variable 13-2,0,0,0,0,0,0,0,0,0,0,0,0
667567,451,Trav14-2,T cell receptor alpha variable 14-2,0,0,0,0,0,0,0,0,0,0,0,1
436545,349,Trav15-2-dv6-2,T cell receptor alpha variable 15-2-DV6-2,0,0,0,0,0,0,0,0,0,0,0,0
320898,343,Trav3-3,T cell receptor alpha variable 3-3,0,0,0,0,0,0,0,0,0,0,0,0
630461,338,Trav9-4,T cell receptor alpha variable 9-4,0,0,0,0,0,0,0,1,0,0,0,0
100113414,331,Trav4-4-dv10,T cell receptor alpha variable 4-4-DV10,0,0,0,0,0,0,0,0,0,0,0,0
21507,347,Trav5-4,T cell receptor alpha variable 5-4,0,0,0,0,0,0,0,0,0,0,0,0
100113413,368,Trav6-7-dv9,T cell receptor alpha variable 6-7-DV9,0,0,0,0,0,0,0,0,0,0,0,0
213480,341,Trav7-6,T cell receptor alpha variable 7-6,1,0,0,0,0,0,0,0,0,0,0,0
432910,336,Trav13-3,T cell receptor alpha variable 13-3,0,0,0,0,0,0,0,0,0,0,0,0
193587,337,Trav8-2,T-cell receptor alpha variable 8-2,0,0,0,0,0,0,0,0,0,0,0,0
195297,350,Trav16,T cell receptor alpha variable 16,0,0,0,0,0,0,0,0,0,0,0,0
100113412,331,Trav13-4-dv7,T cell receptor alpha variable 13-4-DV7,0,0,0,0,0,0,0,0,0,0,0,0
547330,361,Trav14-3,T cell receptor alpha variable 14-3,0,0,0,0,0,0,0,0,0,0,0,0
211027,343,Trav3-4,T cell receptor alpha variable 3-4,0,0,0,0,0,0,0,0,0,0,0,0
219060,328,Trav13-5,T cell receptor alpha variable 13-5,0,0,0,0,0,0,0,0,0,0,0,0
627777,341,Trav17,T cell receptor alpha variable 17,0,0,0,0,0,0,0,0,0,0,0,0
547427,328,Trav18,T cell receptor alpha variable 18,0,0,0,0,0,0,0,0,0,0,0,0
547428,341,Trav19,T cell receptor alpha variable 19,0,0,0,0,0,0,0,0,0,0,0,0
100101940,332,Trav21-dv12,T cell receptor alpha variable 21-DV12,0,0,0,0,0,0,0,0,0,0,0,0
627813,337,Trdv1,T cell receptor delta variable 1,0,0,0,0,0,0,0,0,0,0,0,0
100101942,348,Trdv2-1,T cell receptor delta variable 2-1,0,0,0,1,0,0,0,0,0,0,0,0
320913,348,Trdv2-2,T cell receptor delta variable 2-2,0,0,0,0,0,0,0,0,0,0,0,0
100114901,345,Trdv4,T cell receptor delta variable 4,1,0,0,0,2,0,40,48,0,1,0,0
100114902,9,Trdd1,T cell receptor delta diversity 1,0,0,0,0,0,0,0,0,0,0,0,0
100114904,16,Trdd2,T cell receptor delta diversity 2,0,0,0,0,0,0,0,5,0,0,0,0
100115376,51,Trdj1,T cell receptor delta joining 1,0,0,0,0,0,1,1,2,0,0,0,0
100118398,59,Trdj2,T cell receptor delta joining 2,0,0,0,0,0,0,0,0,0,0,0,0
100123473,1105,Trdc,"T cell receptor delta, constant region",0,1,3,2,0,0,14,64,1,0,3,0
626545,349,Trdv5,T cell receptor delta variable 5,0,0,0,0,0,0,1,1,0,0,1,0
100124293,62,Traj59,T cell receptor alpha joining 59,0,0,0,0,0,0,0,0,0,0,0,0
100124294,63,Traj58,T cell receptor alpha joining 58,0,0,0,0,0,0,0,0,0,0,1,0
100124295,63,Traj57,T cell receptor alpha joining 57,0,0,0,0,0,0,0,0,0,0,0,0
100124296,63,Traj56,T cell receptor alpha joining 56,0,0,0,0,0,0,0,0,0,0,0,0
100124335,66,Traj53,T cell receptor alpha joining 53,0,0,0,0,0,0,0,0,0,0,0,0
100124336,66,Traj52,T cell receptor alpha joining 52,0,0,0,0,0,0,0,0,0,0,0,0
100124338,63,Traj50,T cell receptor alpha joining 50,0,0,2,0,0,0,0,0,0,0,0,0
100124339,59,Traj49,T cell receptor alpha joining 49,0,0,0,0,0,0,0,0,0,0,0,0
100124340,61,Traj48,T cell receptor alpha joining 48,0,0,0,0,0,0,0,0,0,0,0,0
100124341,55,Traj47,T cell receptor alpha joining 47,0,0,0,0,0,0,0,0,0,0,0,0
100124342,61,Traj46,T cell receptor alpha joining 46,0,0,0,0,0,0,0,0,0,0,0,0
100124343,60,Traj45,T cell receptor alpha joining 45,0,0,0,0,0,0,0,0,0,0,0,0
100124344,61,Traj44,T cell receptor alpha joining 44,1,0,0,0,0,0,0,0,0,0,0,0
100124345,57,Traj43,T cell receptor alpha joining 43,0,0,0,0,0,0,0,0,0,0,0,0
100124346,64,Traj42,T cell receptor alpha joining 42,0,0,0,0,0,0,0,0,0,0,0,0
100124347,55,Traj41,T cell receptor alpha joining 41,0,0,0,0,0,0,0,0,0,0,0,0
100124348,61,Traj40,T cell receptor alpha joining 40,0,0,0,0,0,0,0,0,0,0,0,0
100124349,63,Traj39,T cell receptor alpha joining 39,0,0,0,0,0,0,0,0,0,0,0,0
100124351,62,Traj38,T cell receptor alpha joining 38,0,0,0,0,0,0,0,0,0,0,0,0
100124352,60,Traj37,T cell receptor alpha joining 37,0,0,0,0,0,0,0,0,0,0,0,0
100124354,65,Traj35,T cell receptor alpha joining 35,0,0,0,0,0,0,0,0,0,0,0,0
100124355,58,Traj34,T cell receptor alpha joining 34,0,0,0,0,0,0,0,0,0,0,0,0
100124356,57,Traj33,T cell receptor alpha joining 33,0,0,0,0,0,0,0,0,0,0,0,0
100124357,66,Traj32,T cell receptor alpha joining 32,2,0,0,0,0,0,1,1,0,0,0,0
100124358,57,Traj31,T cell receptor alpha joining 31,0,0,0,0,0,0,0,0,0,0,0,0
100124359,59,Traj30,T cell receptor alpha joining 30,0,0,0,0,0,0,0,0,0,0,0,0
100124360,60,Traj29,T cell receptor alpha joining 29,0,0,0,0,0,0,0,0,0,0,0,0
100124361,65,Traj28,T cell receptor alpha joining 28,0,0,0,0,0,0,0,0,0,0,0,0
100124362,59,Traj27,T cell receptor alpha joining 27,0,0,0,0,0,0,0,0,0,0,0,0
100124363,60,Traj26,T cell receptor alpha joining 26,1,0,0,0,0,0,0,0,0,0,0,0
100124364,57,Traj25,T cell receptor alpha joining 25,0,0,0,0,0,0,0,0,0,0,0,0
100124365,56,Traj24,T cell receptor alpha joining 24,0,0,0,0,0,0,0,0,0,0,0,0
100124366,60,Traj23,T cell receptor alpha joining 23,0,0,0,0,0,0,0,0,0,0,0,0
100124367,60,Traj22,T cell receptor alpha joining 22,0,0,1,0,0,0,0,0,0,0,0,0
100124368,57,Traj21,T cell receptor alpha joining 21,0,0,0,0,0,0,0,0,0,0,0,0
100124369,58,Traj20,T cell receptor alpha joining 20,0,0,0,0,0,0,0,0,0,0,0,0
100124370,61,Traj19,T cell receptor alpha joining 19,0,0,0,0,0,0,0,0,0,0,0,0
100124371,66,Traj18,T cell receptor alpha joining 18,0,0,0,0,0,0,0,0,0,0,0,0
100124372,63,Traj17,T cell receptor alpha joining 17,0,0,0,0,0,0,0,0,0,0,0,0
100124387,61,Traj16,T cell receptor alpha joining 16,0,0,0,0,0,0,0,0,0,0,0,0
100124388,60,Traj15,T cell receptor alpha joining 15,0,0,0,0,0,0,0,0,0,0,0,0
100124390,57,Traj13,T cell receptor alpha joining 13,0,0,0,0,0,0,1,0,0,0,0,0
100124391,59,Traj12,T cell receptor alpha joining 12,0,0,0,0,0,0,0,0,0,0,0,0
100124392,59,Traj11,T cell receptor alpha joining 11,0,0,0,0,0,0,0,0,0,0,0,0
100124393,58,Traj9,T cell receptor alpha joining 9,0,0,0,0,0,0,0,0,0,0,0,0
100124396,59,Traj7,T cell receptor alpha joining 7,0,0,0,0,0,0,0,0,0,0,0,0
100124397,62,Traj6,T cell receptor alpha joining 6,0,0,0,0,0,0,0,0,0,0,0,0
654839,62,Traj5,T cell receptor alpha joining 5,0,0,0,0,0,0,0,0,0,0,0,0
100124398,63,Traj4,T cell receptor alpha joining 4,0,0,0,0,0,0,0,0,0,0,0,0
100124399,66,Traj3,T cell receptor alpha joining 3,0,0,0,0,0,0,0,0,0,0,0,0
654838,66,Traj2,T cell receptor alpha joining 2,0,0,0,0,0,0,0,0,0,0,0,0
100101484,927,Trac,T cell receptor alpha constant,18,13,4,1,1,1,6,8,1,2,4,1
13135,3735,Dad1,defender against cell death 1,1873,1602,1580,1408,1096,930,2182,2204,2374,2064,2891,2922
105501,2749,Abhd4,abhydrolase domain containing 4,2486,2888,1927,2116,2498,2571,2175,2619,1254,1666,735,653
18348,1030,Olfr49,olfactory receptor 49,0,0,1,0,1,0,0,2,0,0,0,0
69089,2534,Oxa1l,oxidase assembly 1-like,936,885,1038,1040,967,1003,1209,1525,1722,1651,1186,1128
20540,2506,Slc7a7,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",368,328,136,217,154,216,365,354,193,263,483,421
68836,412,Mrpl52,mitochondrial ribosomal protein L52,788,721,736,700,389,352,1195,1242,691,521,351,356
17387,2597,Mmp14,matrix metallopeptidase 14 (membrane-inserted),5132,4520,3750,3302,4160,4069,4344,3959,309,467,321,285
65107,3013,Lrp10,low-density lipoprotein receptor-related protein 10,2430,1969,1870,1621,2035,2235,2945,3230,2763,2498,1718,1868
140743,1887,Rem2,rad and gem related GTP binding protein 2,1359,948,821,526,1024,1223,360,481,465,464,82,111
27374,2641,Prmt5,protein arginine N-methyltransferase 5,1259,1018,1412,1066,891,841,1190,1119,1041,757,706,739
219072,1587,Haus4,"HAUS augmin-like complex, subunit 4",272,248,219,237,91,107,310,296,272,211,205,199
16475,3503,Ajuba,ajuba LIM protein,1299,843,1037,874,1148,1260,350,259,183,322,29,29
74359,2585,4931414P19Rik,RIKEN cDNA 4931414P19 gene,75,61,61,56,70,95,69,66,51,52,36,33
19173,871,Psmb5,"proteasome (prosome, macropain) subunit, beta type 5",538,398,542,460,445,358,655,736,659,573,439,398
751525,109,Mir686,microRNA 686,0,0,0,0,0,0,0,0,0,0,0,0
73902,4247,Psmb11,"proteasome (prosome, macropain) subunit, beta type, 11",1,2,2,0,0,0,1,3,0,0,0,0
239096,2728,Cdh24,cadherin-like 24,424,315,190,126,82,86,334,305,173,99,41,39
56215,4967,Acin1,apoptotic chromatin condensation inducer 1,4589,3659,3601,3049,3392,3389,4394,4714,3314,3252,1436,1429
75913,1461,4930579G18Rik,RIKEN cDNA 4930579G18 gene,92,56,84,76,27,47,113,118,102,73,35,26
58248,1889,1700123O20Rik,RIKEN cDNA 1700123O20 gene,564,434,441,291,337,331,482,490,414,358,241,255
110794,1238,Cebpe,"CCAAT/enhancer binding protein (C/EBP), epsilon",1,1,0,1,0,0,0,1,2,0,0,0
50934,4034,Slc7a8,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8",208,302,67,48,22,16,82,79,173,243,477,420
239099,5827,Homez,homeodomain leucine zipper-encoding gene,44,29,49,43,35,25,117,95,64,37,46,35
105651,1852,Ppp1r3e,"protein phosphatase 1, regulatory subunit 3E",18,4,15,7,4,4,35,24,22,13,14,20
12050,3461,Bcl2l2,BCL2-like 2,1613,1295,1811,1908,2209,2300,1300,1326,1014,975,1726,1696
54196,1793,Pabpn1,"poly(A) binding protein, nuclear 1",3342,3537,4618,4142,3216,2861,3992,4576,4219,3693,1901,1869
59049,2294,Slc22a17,"solute carrier family 22 (organic cation transporter), member 17",665,752,850,582,482,621,744,992,670,528,303,312
13644,3571,Efs,embryonal Fyn-associated substrate,1541,1150,963,940,841,1100,883,953,653,547,395,351
140806,1064,Il25,interleukin 25,4,5,2,1,2,1,0,2,0,0,3,3
67272,890,Cmtm5,CKLF-like MARVEL transmembrane domain containing 5,8,19,40,35,39,18,1,0,1,0,18,11
17888,6079,Myh6,"myosin, heavy polypeptide 6, cardiac muscle, alpha",2,1,2,2,1,0,3,4,0,2,0,1
387204,83,Mir208a,microRNA 208a,0,0,0,0,0,0,0,0,0,0,0,0
791403,828,Mhrt,myosin heavy chain associated RNA transcript,0,0,0,0,0,0,0,0,0,0,0,0
140781,6054,Myh7,"myosin, heavy polypeptide 7, cardiac muscle, beta",1,0,3,0,1,2,4,7,0,1,0,0
100124433,77,Mir208b,microRNA 208b,0,0,0,0,0,0,0,0,0,0,0,0
68966,1201,Ngdn,"neuroguidin, EIF4E binding protein",1004,861,864,764,752,678,920,978,695,607,382,390
239102,8725,Zfhx2,zinc finger homeobox 2,163,137,64,58,80,86,416,460,197,190,182,179
